Country,Bond_Type,Type_of_Issuer,Use_of_Proceed,Principal_Currency,Year,Bond_Amount_USD
Chile,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,14.35800543
Chile,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,5.092373592
Chile,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,6.942373592
Chile,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,1.0
"China, P.R.: Hong Kong",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,17.1261085
"China, P.R.: Hong Kong",Green Bond,Not Applicable,Not Applicable,Not Applicable,2021,8.519530934
"China, P.R.: Hong Kong",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.74
"China, P.R.: Hong Kong",Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,1.15
"China, P.R.: Macao",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,1.03597691
"China, P.R.: Mainland",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,70.69810323
"China, P.R.: Mainland",Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,1.554609498
"China, P.R.: Mainland",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,11.4603889
"China, P.R.: Mainland",Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,4.667167851
Colombia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,3.638470491
Colombia,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.707830111
Colombia,Green Bond,Not Applicable,Not Applicable,Not Applicable,2021,3.496615484
Colombia,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.012096286
Costa Rica,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.01
Costa Rica,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.61
Côte d'Ivoire,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,0.094089309
Côte d'Ivoire,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.862093937
Côte d'Ivoire,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.043729903
Cyprus,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,0.313738613
Czech Rep.,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,0.888926071
Denmark,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,10.2324569
Dominican Rep.,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.6
Finland,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,4.990887419
Finland,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,1.200544947
Finland,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.104579537
France,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,56.06808641
France,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,80.39943596
France,Green Bond,Not Applicable,Not Applicable,Not Applicable,2021,24.96313571
France,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,8.982957871
France,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,11.80320244
Georgia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,1.0
Germany,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,75.08137534
Germany,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,4.687843624
Germany,Green Bond,Not Applicable,Not Applicable,Not Applicable,2021,22.74604951
Germany,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,4.764405711
Germany,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,4.145348022
Greece,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,1.485029436
Greece,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,1.778264942
Guernsey,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,0.05054679
Guinea-Bissau,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.143096764
Guinea-Bissau,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.143096764
Honduras,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,0.245070736
Honduras,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,1.471609691
Hungary,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,1.300267433
Hungary,Green Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.606472036
Iceland,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,1.166918147
India,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,4.609817069
India,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,1.45
India,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,1.2
India,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,2.4
Indonesia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,1.815159155
Indonesia,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.522897689
Indonesia,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.972897689
Indonesia,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.35
Ireland,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,9.242235072
Ireland,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.7775
Ireland,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,2.016403299
Isle of Man,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.505197216
Isle of Man,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.505197216
Israel,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,1.0
Italy,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,23.63737933
Italy,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,2.254201479
Italy,Green Bond,Not Applicable,Not Applicable,Not Applicable,2021,14.11823763
Italy,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,1.584379998
Italy,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,7.957617634
Japan,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,15.41593582
Japan,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,7.947619272
Japan,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,9.955775772
Japan,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.736820947
Jersey,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,0.366028382
Jersey,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.149030204
"Kazakhstan, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,0.037576141
"Korea, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,25.23712633
"Korea, Rep. of",Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,22.84661149
"Korea, Rep. of",Green Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.732056765
"Korea, Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,19.04177591
Latvia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,0.156869305
Latvia,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.627477227
Latvia,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.627477227
Liechtenstein,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,0.627477227
Lithuania,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,0.036602838
Luxembourg,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,18.05902385
Luxembourg,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.030458908
Luxembourg,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,7.967628283
Luxembourg,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,15.48563929
Malaysia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,0.303341637
Malaysia,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,3.804801204
Malaysia,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.226449275
Mali,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.928702392
Mali,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.928702392
"Marshall Islands, Rep. of the",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,1.5
"Marshall Islands, Rep. of the",Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.5
Mauritius,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,6.042
Mexico,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,0.493811855
Mexico,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,1.007447704
Mexico,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,1.307244224
Mexico,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,6.528340234
Mexico,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,9.661308381
Namibia,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.012325234
"Netherlands, The",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,33.25228871
"Netherlands, The",Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,6.996371088
"Netherlands, The",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,4.919089298
"Netherlands, The",Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,23.17114918
New Zealand,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,1.439248144
New Zealand,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.086100013
Niger,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.782675322
Niger,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.782675322
Nigeria,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,0.000598483
Norway,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,13.22531286
Norway,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.757201082
Pakistan,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,0.5
Peru,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.038607085
Peru,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,3.25
Peru,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,3.25
Peru,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.76
Philippines,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,1.873705376
Philippines,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,2.081887291
Philippines,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.306505162
"Poland, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,1.225274034
"Poland, Rep. of",Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.922897689
"Poland, Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.189174191
"Poland, Rep. of",Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.251787692
Portugal,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,2.196170294
Portugal,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.836636302
Portugal,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.522897689
Portugal,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.138044467
Romania,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,0.443450501
Russian Federation,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,1.354226354
Saudi Arabia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,1.5
Senegal,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.690287614
Senegal,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.690287614
"Serbia, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,2.091590758
"Serbia, Rep. of",Green Bond,Not Applicable,Not Applicable,Not Applicable,2021,2.091590758
Singapore,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,5.903574727
Singapore,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,3.166283853
Singapore,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,1.215821508
Slovak Rep.,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,0.474791101
"Slovenia, Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,1.296729797
"Slovenia, Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,1.296729797
South Africa,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,0.145087274
South Africa,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.256321073
South Africa,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.166890871
Spain,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,29.72903122
Spain,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,2.617790843
Spain,Green Bond,Not Applicable,Not Applicable,Not Applicable,2021,16.03113124
Spain,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,4.91523828
Spain,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.051015968
Sweden,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,17.7747444
Sweden,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.669615088
Sweden,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.12824131
Sweden,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,1.668479389
Switzerland,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,3.064435052
Switzerland,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.133674947
Taiwan Province of China,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,0.77482711
Taiwan Province of China,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.182267034
Taiwan Province of China,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.176140076
Thailand,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,0.850064208
Thailand,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.119296152
Thailand,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.239615442
Thailand,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.626473849
Togo,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.70737869
Togo,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.70737869
Togo,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,2.268693068
"Türkiye, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,1.929028382
"Türkiye, Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,3.9
"Türkiye, Rep. of",Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.74
Ukraine,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,1.65
United Arab Emirates,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,0.598419855
United Kingdom,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,97.6299497
United Kingdom,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,5.627750464
United Kingdom,Green Bond,Not Applicable,Not Applicable,Not Applicable,2021,79.74032863
United Kingdom,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,8.527341251
United Kingdom,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,8.531488608
United States,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,57.54132869
United States,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,6.566833308
United States,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,90.22548577
United States,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,13.10289769
"Uzbekistan, Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.387236678
"Uzbekistan, Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.387236678
Vietnam,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,0.2
Vietnam,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,0.425
World,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,704.290357
World,Green Bonds,Banks,Not Applicable,Not Applicable,2021,94.01743522
World,Green Bonds,International Organization,Not Applicable,Not Applicable,2021,35.19571417
World,Green Bonds,Local and state Government,Not Applicable,Not Applicable,2021,10.19796401
World,Green Bonds,Nonfinancial corporations,Not Applicable,Not Applicable,2021,203.5091562
World,Green Bonds,Other financial corporations,Not Applicable,Not Applicable,2021,122.2188281
World,Green Bonds,Sovereign,Not Applicable,Not Applicable,2021,173.0451487
World,Green Bonds,State owned entities,Not Applicable,Not Applicable,2021,66.10611056
World,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2021,1661.812571
